LemmaID	singularForm	singularPatter	brokenPluralForm	brokenPluralPattern
n@mirowad_1@0	mirowad	mifoEal	marAwid	mafAEil
n@mirowaHap_1@1	mirowaHap	mifoEalap	marAwiH	mafAEil
n@mirozab~ap_1@1	mirozab~ap	mifoEal~ap	marAzib	mafAEil
n@miSobAH_1@1	miSobAH	fiEolAl	maSAbiyH	faEAliyl
n@miSobAH_1@1	miSobAH	mifoEAl	maSAbiyH	mafAEiyl
n@misobar_1@0	misobar	fiEolal	masAbir	faEAlil
n@misobar_1@0	misobar	mifoEal	masAbir	mafAEil
n@miSoEad_1@1	miSoEad	fiEolal	maSAEid	faEAlil
n@miSoEad_1@1	miSoEad	mifoEal	maSAEid	mafAEil
n@misoEar_1@1	misoEar	fiEolal	masAEir	faEAlil
n@misoEar_1@1	misoEar	mifoEal	masAEir	mafAEil
n@miSofAp_1@1	miSofAp	mifoEAl	maSAfiy	mafAEil
n@misoHaj_1@0	misoHaj	fiEolal	masAHij	faEAlil
n@misoHaj_1@0	misoHaj	mifoEal	masAHij	mafAEil
n@misoHal_1@1	misoHal	fiEolal	masAHil	faEAlil
n@misoHal_1@1	misoHal	mifoEal	masAHil	mafAEil
n@misoHAp_1@1	misoHAp	mifoEAl	masAHiy	mafAEil
n@misomaE_1@1	misomaE	fiEolal	masAmiE	faEAlil
n@misomaE_1@1	misomaE	mifoEal	masAmiE	mafAEil
n@misomAr_1@1	misomAr	fiEolAl	masAmiyr	faEAliyl
n@misomAr_1@1	misomAr	mifoEAl	masAmiyr	mafAEiyl
n@misonad_1@1	misonad	fiEolal	masAnid	faEAlil
n@misonad_1@1	misonad	mifoEal	masAnid	mafAEil
n@misoqaY_1@1	misoqaY	fiEolal	masAqiy	faEAlil
n@misoqaY_1@1	misoqaY	mifoEal	masAqiy	mafAEil
n@miSorAE_1@0	miSorAE	fiEolAl	maSAriyE	faEAliyl
n@miSorAE_1@0	miSorAE	mifoEAl	maSAriyE	mafAEiyl
n@misorajap_1@0	misorajap	mifoEalap	masArij	mafAEil
n@misowAk_1@1	misowAk	fiEolAl	masAwiyk	faEAliyl
n@misowAk_1@1	misowAk	mifoEAl	masAwiyk	mafAEiyl
n@miSoyadap_1@1	miSoyadap	mifoEalap	maSAyid	mafAEil
n@miToHanap_1@0	miToHanap	mifoEalap	maTAHin	mafAEil
n@miTomar_1@0	miTomar	fiEolal	maTAmir	faEAlil
n@miTomar_1@0	miTomar	mifoEal	maTAmir	mafAEil
n@miToraq_1@1	miToraq	fiEolal	maTAriq	faEAlil
n@miToraq_1@1	miToraq	mifoEal	maTAriq	mafAEil
n@mivoqAl_1@1	mivoqAl	fiEolAl	mavAqiyl	faEAliyl
n@mivoqAl_1@1	mivoqAl	mifoEAl	mavAqiyl	mafAEiyl
n@mixobAr_1@0	mixobAr	fiEolAl	maxAbiyr	faEAliyl
n@mixobAr_1@0	mixobAr	mifoEAl	maxAbiyr	mafAEiyl
n@mixobaT_1@0	mixobaT	fiEolal	maxAbiT	faEAlil
n@mixobaT_1@0	mixobaT	mifoEal	maxAbiT	mafAEil
n@mixodaE_1@1	mixodaE	fiEolal	maxAdiE	faEAlil
n@mixodaE_1@1	mixodaE	mifoEal	maxAdiE	mafAEil
n@mixolab_1@0	mixolab	fiEolal	maxAlib	faEAlil
n@mixolab_1@0	mixolab	mifoEal	maxAlib	mafAEil
n@mixolAf_1@1	mixolAf	fiEolAl	maxAliyf	faEAliyl
n@mixolAf_1@1	mixolAf	mifoEAl	maxAliyf	mafAEiyl
n@mixolap_1@1	mixolap	fiEolap	mixal	fiEal
n@mixoraTap_1@1	mixoraTap	mifoEalap	maxAriT	mafAEil
n@mixoraz_1@1	mixoraz	fiEolal	maxAriz	faEAlil
n@mixoraz_1@1	mixoraz	mifoEal	maxAriz	mafAEil
n@mixoSarap_1@1	mixoSarap	mifoEalap	maxASir	mafAEil
n@miyEAd_1@1	miyEAd	fiyEAl	mawAEiyd	faEAliyl
n@miyl_1@1	miyl	fiyl	>amoyAl	>afoyAl
n@miynA'_1@0	miynA'	fiyEAl	mawAni}	fawAEil
n@miynA'_1@0	miynA'	fiyEAl	mawAniy	fawAEil
n@miyr_1@0	miyr	fiyl	>amoyAr	>afoyAl
n@miys_1@1	miys	fiyl	>amoyAs	>afoyAl
n@miyvAq_1@1	miyvAq	fiyEAl	mawAviyq	faEAliyl
n@miyzAb_1@0	miyzAb	fiyEAl	mayAziyb	faEAliyl
n@mizAj_1@1	mizAj	fiEAl	>amozijap	>afoEilap
n@mizofatap_1@1	mizofatap	mifoEalap	mazAfit	mafAEil
n@mizolaj_1@0	mizolaj	fiEolal	mazAlij	faEAlil
n@mizolaj_1@0	mizolaj	mifoEal	mazAlij	mafAEil
n@mizomAr_1@1	mizomAr	fiEolAl	mazAmiyr	faEAliyl
n@mizomAr_1@1	mizomAr	mifoEAl	mazAmiyr	mafAEiyl
n@mizoqap_1@1	mizoqap	fiEolap	mizaq	fiEal
n@mizorAb_1@1	mizorAb	fiEolAl	mazAriyb	faEAliyl
n@mizorAb_1@1	mizorAb	mifoEAl	mazAriyb	mafAEiyl
n@mizowad_1@1	mizowad	fiEolal	mazAwid	faEAlil
n@mizowad_1@1	mizowad	mifoEal	mazAwid	mafAEil
n@mizowalap_1@0	mizowalap	mifoEalap	mazAwil	mafAEil
n@muDogap_1@1	muDogap	fuEolap	muDag	fuEal
n@mudoyap_1@1	mudoyap	fuEolap	mudaY	fuEal
n@muhor_1@1	muhor	fuEol	>amohAr	>afoEAl
n@mukoHulap_1@1	mukoHulap	fuEolulap	makAHil	faEAlil
n@mul~ap_1@0	mul~ap	ful~ap	mulal	fulal
n@muloHap_1@1	muloHap	fuEolap	mulaH	fuEal
n@munoTAd_1@1	munoTAd	fuEolAl	manATiyd	faEAliyl
n@munoxal_1@1	munoxal	mufoEal	manAxil	mafAEil
n@mu&onap_1@0	mu&onap	fuEolap	mu&an	fuEal
n@muqolap_1@0	muqolap	fuEolap	muqal	fuEal
n@murodiy~_1@1	murodiy~	fuEoliyl	marAdiy~	faEAliyl
n@murodiy~_1@1	murodiy~	fuEoliy~	marAdiy~	faEAliy~
n@muTorAn_1@1	muTorAn	fuEolAl	maTAriyn	faEAliyl
n@muTorAn_1@1	muTorAn	fuEolAn	maTArinap	faEAlilap
n@muxol_1@1	muxol	fuEol	>amoxAl	>afoEAl
n@na$az_1@1	na$az	faEal	>ano$Az	>afoEAl
n@nAb_1@1	nAb	fAl	>anoyAb	>afoEAl
n@naba>_1@0	naba>	faEal	>anobA'	>afoEAl
n@naba>_1@0	naba>	faEal	>anobA}	>afoEAl
n@naba>_1@0	naba>	faEal	>anobA&	>afoEAl
n@nab~Al_1@1	nab~Al	faE~Al	nab~Alap	faE~Alap
n@nAbigap_1@0	nAbigap	fAEilap	nawAbig	fawAEil
n@nabiy*_1@1	nabiy*	faEiyl	>anobi*ap	>afoEilap
n@nabol_1@1	nabol	faEol	>anobAl	>afoEAl
n@nabol_1@1	nabol	faEol	nibAl	fiEAl
n@naboz_1@1	naboz	faEol	>anobAz	>afoEAl
n@nab~uwt_1@1	nab~uwt	faE~uwl	nabAbiyt	faEAliyl
n@nadab_1@1	nadab	faEal	>anodAb	>afoEAl
n@nadab_1@1	nadab	faEal	nuduwb	fuEuwl
n@nAdirap_1@0	nAdirap	fAEilap	nawAdir	fawAEil
n@nAdiy_1@1	nAdiy	fAEil	nawAdiy	fawAEil
n@nAdiy_1@1	nAdiy	fAEiy	>anodiyap	>afoEiyap
n@nadiym_1@1	nadiym	faEiyl	nidAm	fiEAl
n@nadiym_1@1	nadiym	faEiyl	nudamA'	fuEalA'
n@naEol_1@0	naEol	faEol	>anoEul	>afoEul
n@naEol_1@0	naEol	faEol	niEAl	fiEAl
n@naEot_2@0	naEot	faEol	nuEuwt	fuEuwl
n@nAEuwrap_1@1	nAEuwrap	fAEuwlap	nawAEiyr	fawAEiyl
n@nafa*_1@1	nafa*	faEal	>anofA*	>afoEAl
n@nafas_1@0	nafas	faEal	>anofAs	>afoEAl
n@nAfi*ap_1@1	nAfi*ap	fAEilap	nawAfi*	fawAEil
n@nAfijap_1@0	nAfijap	fAEilap	nawAfij	fawAEil
n@nafiysap_1@0	nafiysap	faEiylap	nafA}is	faEA}il
n@nafonaf_1@1	nafonaf	faEolal	nafAnif	faEAlil
n@nagom_1@1	nagom	faEol	>anogAm	>afoEAl
n@nAHiy_1@0	nAHiy	fAEiy	nuHAap	fuEAap
n@nAhiyap_1@1	nAhiyap	fAEilap	nawAhiy	fawAEil
n@nahod_1@1	nahod	faEol	nuhuwd	fuEuwl
n@nahor_1@0	nahor	faEol	>anohAr	>afoEAl
n@nahor_1@0	nahor	faEol	>anohur	>afoEul
n@nahor_1@0	nahor	faEol	nuhuwr	fuEuwl
n@naHos_1@1	naHos	faEol	nuHuws	fuEuwl
n@na$iyd_1@1	na$iyd	faEiyl	>ano$Ad	>afoEAl
n@na$iyd_1@1	na$iyd	faEiyl	na$A}id	faEA}il
n@najiy~_1@0	najiy~	faEiyl	>anojiyap	>afoEilap
n@najod_2@1	najod	faEol	nijAd	fiEAl
n@najom_1@1	najom	faEol	>anojum	>afoEul
n@najom_1@1	najom	faEol	nujuwm	fuEuwl
n@najowaY_1@1	najowaY	faEolaY	najAwaY	faEAlaY
n@nakob_1@1	nakob	faEol	nukuwb	fuEuwl
n@namaT_1@0	namaT	faEal	>anomAT	>afoEAl
n@namaT_1@0	namaT	faEal	nimAT	fiEAl
n@namir_1@1	namir	faEil	>anomAr	>afoEAl
n@namiymap_1@1	namiymap	faEiylap	namA}im	faEA}il
n@nAmuws_1@1	nAmuws	fAEuwl	nawAmiys	fawAEiyl
n@na>oy_2@1	na>oy	faEol	|nA'	|fA'
n@naqiyb_1@1	naqiyb	faEiyl	nuqabA'	fuEalA'
n@naqiyDap_1@0	naqiyDap	faEiylap	naqA}iD	faEA}il
n@naqiySap_1@0	naqiySap	faEiylap	naqA}iS	faEA}il
n@naqo$_1@0	naqo$	faEol	nuquw$	fuEuwl
n@naqob_1@1	naqob	faEol	>anoqAb	>afoEAl
n@nAquwr_1@0	nAquwr	fAEuwl	nawAqiyr	fawAEiyl
n@nAquws_1@1	nAquws	fAEuwl	nawAqiys	fawAEiyl
n@narobiy$_1@0	narobiy$	faEoliyl	narAbiy$	faEAliyl
n@narobiyj_1@1	narobiyj	faEoliyl	narAbiyj	faEAliyl
n@naS~_1@1	naS~	faE~	nuSuwS	fuEuwl
n@naS~_1@1	naS~	fal~	nuSuwS	fuEuwl
n@nasab_1@1	nasab	faEal	>anosAb	>afoEAl
n@nas~Ax_1@1	nas~Ax	faE~Al	nas~Axap	faE~Alap
n@nASif_1@1	nASif	fAEil	nuS~Af	fuE~Al
n@nASiH_2@0	nASiH	fAEil	nuS~AH	fuE~Al
n@nAsik_1@1	nAsik	fAEil	nus~Ak	fuE~Al
n@nASiyap_1@1	nASiyap	fAEilap	nawASiy	fawAEil
n@nasiyb_1@0	nasiyb	faEiyl	>anosibA'	>afoEilA'
n@naSiyb_1@1	naSiyb	faEiyl	>anoSibA'	>afoEilA'
n@naSiyb_1@1	naSiyb	faEiyl	>anoSibap	>afoEilap
n@naSiyHap_1@1	naSiyHap	faEiylap	naSA}iH	faEA}il
n@naSol_1@1	naSol	faEol	>anoSul	>afoEul
n@naSol_1@1	naSol	faEol	niSAl	fiEAl
n@naSol_1@1	naSol	faEol	nuSuwl	fuEuwl
n@nasonAs_1@1	nasonAs	faEolAl	nasAniys	faEAliyl
n@nasor_1@1	nasor	faEol	nusuwr	fuEuwl
n@nAsuwr_1@0	nAsuwr	fAEuwl	nawAsiyr	fawAEiyl
n@nASuwr_1@1	nASuwr	fAEuwl	nawASiyr	fawAEiyl
n@nAti}ap_1@1	nAti}ap	fAEilap	nawAti}	fawAEil
n@nATir_1@0	nATir	fAEil	naTarap	faEalap
n@nATir_1@0	nATir	fAEil	nawATir	fawAEil
n@nATir_1@0	nATir	fAEil	nuTarA'	fuEalA'
n@nATir_1@0	nATir	fAEil	nuT~Ar	fuE~Al
n@natiyjap_1@0	natiyjap	faEiylap	natA}ij	faEA}il
n@naToE_1@0	naToE	faEol	>anoTAE	>afoEAl
n@naToE_1@0	naToE	faEol	nuTuwE	fuEuwl
n@nATuwr_1@1	nATuwr	fAEuwl	nawATiyr	fawAEiyl
n@nawo'_1@0	nawo'	faEol	>anowA'	>afoEAl
n@nawo'_1@0	nawo'	faEol	>anowA}	>afoEAl
n@nawo'_1@0	nawo'	faEol	>anowA&	>afoEAl
n@nawoE_1@1	nawoE	faEol	>anowAE	>afoEAl
n@naworaj_1@1	naworaj	faEolal	nawArij	faEAlil
n@naworaj_1@1	naworaj	faEolal	nawArij	fawAEil
n@naworaj_1@1	naworaj	fawoEal	nawArij	fawAEil
n@nawoT_1@0	nawoT	faEol	>anowAT	>afoEAl
n@nawoT_1@0	nawoT	faEol	niyAT	fiEAl
n@nayozak_1@1	nayozak	faEolal	nayAzik	faEAlil
n@nayozak_1@1	nayozak	fayoEal	nayAzik	fayAEil
n@nAziEap_1@0	nAziEap	fAEilap	nawAziE	fawAEil
n@nazol_1@0	nazol	faEol	nuzuwl	fuEuwl
n@nibor_1@1	nibor	fiEol	>anobAr	>afoEAl
n@nid~_2@0	nid~	fiE~	>anodAd	>afoEAE
n@niHolap_1@0	niHolap	fiEolap	niHal	fiEal
n@nikol_1@0	nikol	fiEol	>anokAl	>afoEAl
n@nikol_1@0	nikol	fiEol	nukuwl	fuEuwl
n@nimos_1@0	nimos	fiEol	numuws	fuEuwl
n@niqAb_1@0	niqAb	fiEAl	nuqub	fuEul
n@nisobap_1@1	nisobap	fiEolap	nisab	fiEal
n@niy$An_1@1	niy$An	fiyEAl	nayA$iyn	faEAliyl
n@niyr_1@1	niyr	fiyl	>anoyAr	>afoyAl
n@nu$~Ab_1@1	nu$~Ab	fuE~Al	na$A$iyb	faEAliyl
n@nubo*ap_1@1	nubo*ap	fuEolap	nuba*	fuEal
n@nudofap_1@0	nudofap	fuEolap	nudaf	fuEal
n@nukotap_1@1	nukotap	fuEolap	nukat	fuEal
n@numoruq_1@0	numoruq	fuEolul	namAriq	faEAlil
n@nuqorap_1@0	nuqorap	fuEolap	nuqar	fuEal
n@nuqoTap_1@1	nuqoTap	fuEolap	nuqaT	fuEal
n@nuSob_1@1	nuSob	fuEol	>anoSAb	>afoEAl
n@nusoxap_1@0	nusoxap	fuEolap	nusax	fuEal
n@nuTofap_1@0	nuTofap	fuEolap	nuTaf	fuEal
n@nutofap_1@1	nutofap	fuEolap	nutaf	fuEal
n@nuw~Ar_1@0	nuw~Ar	fuE~Al	nawAwiyr	faEAliyl
n@nuwbap_1@1	nuwbap	fuwlap	nuwab	fuwal
n@nuwr_2@1	nuwr	fuwl	>anowAr	>afoEAl
n@qa*ar_1@0	qa*ar	faEal	>aqo*Ar	>afoEAl
n@qabaj_1@0	qabaj	faEal	qibAj	fiEAl
n@qabiyHap_1@0	qabiyHap	faEiylap	qabA}iH	faEA}il
n@qabiylap_1@0	qabiylap	faEiylap	qabA}il	faEA}il
n@qabor_1@0	qabor	faEol	qubuwr	fuEuwl
n@qabow_1@1	qabow	faEol	>aqobiyap	>afoEiyap
n@qadaH_1@0	qadaH	faEal	>aqodAH	>afoEAl
n@qADiy_1@1	qADiy	fAEiy	quDAap	fuEAap
n@qaDiy~ap_1@1	qaDiy~ap	faEiy~ap	qaDAyA	faEAyA
n@qAduws_1@1	qAduws	fAEuwl	qawAdiys	fawAEiyl
n@qAE_1@1	qAE	fAl	>aqowAE	>afoEAl
n@qAE_1@1	qAE	fAl	qiyEAn	fiylAn
n@qAEidap_2@0	qAEidap	fAEilap	qawAEid	fawAEil
n@qaEiydap_1@1	qaEiydap	faEiylap	qaEA}id	faEA}il
n@qaEor_1@1	qaEor	faEol	quEuwr	fuEuwl
n@qaEuwd_1@0	qaEuwd	faEuwl	>aqoEidap	>afoEilap
n@qaEuwd_1@0	qaEuwd	faEuwl	qiEodAn	fiEolAn
n@qaEuwd_1@0	qaEuwd	faEuwl	quEud	fuEul
n@qafaS_1@0	qafaS	faEal	>aqofAS	>afoEAl
n@qAfilap_1@1	qAfilap	fAEilap	qawAfil	fawAEil
n@qAfiyap_1@1	qAfiyap	fAEilap	qawAfiy	fawAEil
n@qafiyr_1@1	qafiyr	faEiyl	quforAn	fuEolAn
n@qa*iyfap_1@1	qa*iyfap	faEiylap	qa*A}if	faEA}il
n@qalam_1@1	qalam	faEal	>aqolAm	>afoEAl
n@qAlib_1@0	qAlib	fAEil	qawAlib	fawAEil
n@qaloEap_1@1	qaloEap	faEolap	qilAE	fiEAl
n@qaloqalap_1@0	qaloqalap	faEolalap	qalAqil	faEAlil
n@qalos_2@1	qalos	faEol	quluws	fuEuwl
n@qamar_2@0	qamar	faEal	>aqomAr	>afoEAl
n@qamiyS_1@1	qamiyS	faEiyl	>aqomiSap	>afoEilap
n@qamiyS_1@1	qamiyS	faEiyl	qumoSAn	fuEolAn
n@qamiyS_1@1	qamiyS	faEiyl	qumuS	fuEul
n@qAmuws_1@0	qAmuws	fAEuwl	qawAmiys	fawAEiyl
n@qan~AS_1@0	qan~AS	faE~Al	qan~ASap	faE~Alap
n@qanodaq_1@1	qanodaq	faEolal	qanAdiq	faEAlil
n@qanoTarap_1@1	qanoTarap	faEolalap	qanATir	faEAlil
n@qa$oEam_1@1	qa$oEam	faEolal	qa$AEim	faEAlil
n@qArib_1@0	qArib	fAEil	qawArib	fawAEil
n@qAriSap_1@0	qAriSap	fAEilap	qawAriS	fawAEil
n@qariy~ap_1@0	qariy~ap	faEiy~ap	qarAyA	faEAyA
n@qariyb_3@0	qariyb	faEiyl	>aqoribA'	>afoEilA'
n@qariyHap_1@0	qariyHap	faEiylap	qarA}iH	faEA}il
n@qaroD_1@1	qaroD	faEol	quruwD	fuEuwl
n@qaroEap_1@1	qaroEap	faEolal	qarAEiy	faEAlil
n@qaroHap_1@1	qaroHap	faEolap	qiraH	fiEal
n@qarom_2@1	qarom	faEol	quruwm	fuEuwl
n@qaromaTiy~_1@1	qaromaTiy~	faEolaliy~	qarAmiTap	faEAlilap
n@qaron_1@1	qaron	faEol	quruwn	fuEuwl
n@qaroquwr_1@0	qaroquwr	faEoluwl	qarAqiyr	faEAliyl
n@qaroTal_1@1	qaroTal	faEolal	qarATil	faEAlil
n@qarow_1@1	qarow	faEol	quruw~	fuEuwl
n@qaroyap_1@1	qaroyap	faEolap	quraY	fuEal
n@qaroyap_1@1	qaroyap	faEolap	quraY	fuEaY
n@qAruwrap_1@1	qAruwrap	fAEuwlap	qawAriyr	fawAEiyl
n@qaSiydap_1@1	qaSiydap	faEiylap	qaSA}id	faEA}il
n@qaSor_1@1	qaSor	faEol	quSuwr	fuEuwl
n@qaSoriy~ap_1@1	qaSoriy~ap	faEoliy~ap	qaSAriy	faEAliy
n@qasoTal_1@0	qasoTal	faEolal	qasATil	faEAlil
n@qasoTar_2@1	qasoTar	faEolal	qasATir	faEAlil
n@qatab_1@1	qatab	faEal	>aqotAb	>afoEAl
n@qATiE_2@1	qATiE	fAEil	qawATiE	fawAEil
n@qaTiyE_1@0	qaTiyE	faEiyl	>aqoTAE	>afoEAl
n@qaTiyE_1@0	qaTiyE	faEiyl	qiTAE	fiEAl
n@qaTiyE_1@0	qaTiyE	faEiyl	quToEAn	fuEolAn
n@qaTiyEap_2@0	qaTiyEap	faEiylap	qaTA}iE	faEA}il
n@qaTor_2@1	qaTor	faEol	qiTAr	fiEAl
n@qawol_1@2	qawol	faEol	>aqowAl	>afoEAl
n@qawol_1@3	qawol	faEol	>aqAwiyl	>afAEiyl
n@qawom_1@0	qawom	faEol	>aqowAm	>afoEAl
n@qawoqaEap_1@1	qawoqaEap	faEolalap	qawAqiE	faEAlil
n@qawoqaEap_1@1	qawoqaEap	fawoEalap	qawAqiE	fawAEil
n@qawos_1@0	qawos	faEol	>aqowAs	>afoEAl
n@qAwuw$_1@1	qAwuw$	fAEuwl	qawAwiy$	fawAEiyl
n@qayol_1@1	qayol	faEol	>aqoyAl	>afoEAl
n@qayon_1@1	qayon	faEol	quyuwn	fuEuwl
n@qid~ap_1@1	qid~ap	fiE~ap	qidad	fiEaE
n@qidoH_1@1	qidoH	fiEol	>aqodAH	>afoEAl
n@qidoH_1@1	qidoH	fiEol	>aqoduH	>afoEul
n@qidor_1@0	qidor	fiEol	quduwr	fuEuwl
n@qidorap_1@1	qidorap	fiEolap	qidar	fiEal
n@qiHof_1@1	qiHof	fiEol	>aqoHAf	>afoEAl
n@qiHof_1@1	qiHof	fiEol	qiHafap	fiEalap
n@qiHof_1@1	qiHof	fiEol	quHuwf	fuEuwl
n@qilAdap_1@1	qilAdap	fiEAlap	qalA}id	faEA}il
n@qiloE_1@1	qiloE	fiEol	qilAE	fiEAl
n@qim~ap_1@1	qim~ap	fiE~ap	qimam	fiEaE
n@qimoT_1@0	qimoT	fiEol	>aqomAT	>afoEAl
n@qin~_1@1	qin~	fiE~	>aqonAn	>afoEAE
n@qinAE_1@2	qinAE	fiEAl	qunuE	fuEul
n@qinodiyl_1@0	qinodiyl	fiEoliyl	qanAdiyl	faEAliyl
n@qi$or_1@0	qi$or	fiEol	qu$uwr	fuEuwl
n@qirAb_1@1	qirAb	fiEAl	>aqoribap	>afoEilap
n@qirAb_1@1	qirAb	fiEAl	qurub	fuEul
n@qiro$_1@0	qiro$	fiEol	quruw$	fuEuwl
n@qirod_1@1	qirod	fiEol	quruwd	fuEuwl
n@qiromiyd_2@0	qiromiyd	fiEoliyl	qarAmiyd	faEAliyl
n@qiron_1@0	qiron	fiEol	>aqorAn	>afoEAl
n@qiroTAs_1@1	qiroTAs	fiEolAl	qarATiys	faEAliyl
n@qisom_1@0	qisom	fiEol	>aqosAm	>afoEAl
n@qiToEap_1@0	qiToEap	fiEolap	qiTaE	fiEal
n@qiyA'_1@0	qiyA'	fiEAl	taqiy~	faEiyl
n@qiyTAn_1@1	qiyTAn	fiyEAl	qayATiyn	faEAliyl
n@qiyvAr_1@1	qiyvAr	fiyEAl	qayAviyr	faEAliyl
n@qu*~ap_1@1	qu*~ap	ful~ap	qu*a*	fulal
n@qub~ap_1@1	qub~ap	ful~ap	qubab	fulal
n@quboDap_1@1	quboDap	fuEolap	qubaD	fuEal
n@quboTAn_1@1	quboTAn	fuEolAl	qabATiyn	faEAliyl
n@quboTAn_1@1	quboTAn	fuEolAn	qabATinap	faEAlilap
n@quf~ap_1@1	quf~ap	ful~ap	qufaf	fulal
n@qufol_1@0	qufol	fuEol	>aqofAl	>afoEAl
n@qufol_1@0	qufol	fuEol	qufuwl	fuEuwl
n@qufoTAn_1@0	qufoTAn	fuEolAl	qafATiyn	faEAliyl
n@quHomap_1@1	quHomap	fuEolap	quHam	fuEal
n@qul~ap_2@0	qul~ap	ful~ap	qulal	fulal
n@qumA$_1@1	qumA$	fuEAl	>aqomi$ap	>afoEilap
n@qumobAz_1@1	qumobAz	fuEolAl	qanAbiyz	faEAliyl
n@qumoE_1@1	qumoE	fuEol	>aqomAE	>afoEAl
n@qumoqum_1@1	qumoqum	fuEolul	qamAqim	faEAlil
n@qunobulap_1@1	qunobulap	fuEolulap	qanAbil	faEAlil
n@qunobur_1@1	qunobur	fuEolul	qanAbir	faEAlil
n@qunofu*_1@0	qunofu*	fuEolul	qanAfi*	faEAlil
n@qunoSul_1@1	qunoSul	fuEolul	qanASil	faEAlil
n@qunozuEap_1@0	qunozuEap	fuEolulap	qanAziE	faEAlil
n@qurAd_1@0	qurAd	fuEAl	qirodAn	fiEolAn
n@quroEap_1@1	quroEap	fuEolap	quraE	fuEal
n@quromap_1@0	quromap	fuEolap	quram	fuEal
n@quronap_1@1	quronap	fuEolap	quran	fuEal
n@quroS_1@1	quroS	fuEol	>aqorAS	>afoEAl
n@quroSAn_1@1	quroSAn	fuEolAn	qarASinap	faEAlilap
n@quroSap_1@0	quroSap	fuEolap	quraS	fuEal
n@quroT_1@1	quroT	fuEol	>aqorAT	>afoEAl
n@quroT_1@1	quroT	fuEol	quruwT	fuEuwl
n@quwnap_1@0	quwnap	fuwlap	quwan	fuwal
n@rab~_1@0	rab~	fal~	>arobAb	>afoEAl
n@rabaD_1@0	rabaD	faEal	>arobAD	>afoEAl
n@rAbiTap_1@1	rAbiTap	fAEilap	rawAbiT	fawAEil
n@rAbiyap_1@1	rAbiyap	fAEilap	rawAbiy	fawAEil
n@raboE_1@1	raboE	faEol	ribAE	fiEAl
n@rabowap_1@0	rabowap	faEolap	rubaY	fuEal
n@rabowap_1@0	rabowap	faEolap	rubaY	fuEaY
n@raD~_1@0	raD~	faE~	ruDuwD	fuEuwl
n@raD~_1@0	raD~	fal~	ruDuwD	fuEuwl
n@raEiy~ap_1@0	raEiy~ap	faEiy~ap	raEAyA	faEAyA
n@raEiyl_1@1	raEiyl	faEiyl	riEAl	fiEAl
n@rAfidap_1@0	rAfidap	fAEilap	rawAfid	fawAEil
n@rAfiDap_1@0	rAfiDap	fAEilap	rawAfiD	fawAEil
n@rafiyEap_1@0	rafiyEap	faEiylap	rafA}iE	faEA}il
n@rafiyq_2@2	rafiyq	faEiyl	rifAq	fiEAl
n@rafiyq_2@2	rafiyq	faEiyl	rufaqA'	fuEalA'
n@raforaf_2@1	raforaf	faEolal	rafArif	faEAlil
n@ragiybap_1@0	ragiybap	faEiylap	ragA}ib	faEA}il
n@raHaY_1@1	raHaY	faEal	>aroHA'	>afoEAl
n@rAhib_1@0	rAhib	fAEil	ruhobAn	fuEolAn
n@rahiynap_1@1	rahiynap	faEiylap	rahA}in	faEA}il
n@rahoT_1@1	rahoT	faEol	>arohAT	>afoEAl
n@rahow_2@1	rahow	faEol	rihA'	fiEAl
n@rahow_2@1	rahow	faEol	rihA}	fiEAl
n@rA}iEap_1@0	rA}iEap	fAEilap	rawA}iE	faEA}il
n@rA}iEap_1@0	rA}iEap	fAEilap	rawA}iE	fawAEil
n@rA}iHap_1@1	rA}iHap	fAEilap	rawA}iH	faEA}il
n@rA}iHap_1@1	rA}iHap	fAEilap	rawA}iH	fawAEil
n@rA$in_1@1	rA$in	fAEil	rawA$in	fawAEil
n@ra*iylap_1@0	ra*iylap	faEiylap	ra*A}il	faEA}il
n@rakuwb_1@1	rakuwb	faEuwl	rakA}ib	faEA}il
n@ram~AH_1@1	ram~AH	faE~Al	ram~AHap	faE~Alap
n@ramakap_1@0	ramakap	faEalap	rimAk	fiEAl
n@ramaq_1@1	ramaq	faEal	>aromAq	>afoEAl
n@ramav_1@1	ramav	faEal	>aromAv	>afoEAl
n@ramav_1@1	ramav	faEal	rimAv	fiEAl
n@ramiy~ap_1@1	ramiy~ap	faEiy~ap	ramAyA	faEAyA
n@ramol_1@0	ramol	faEol	rimAl	fiEAl
n@ramos_1@1	ramos	faEol	>aromAs	>afoEAl
n@ramos_1@1	ramos	faEol	rumuws	fuEuwl
n@ramoz_1@1	ramoz	faEol	rumuwz	fuEuwl
n@ra$om_1@1	ra$om	faEol	ru$uwm	fuEuwl
n@ra>os_1@1	ra>os	faEol	>aro&us	>afoEul
n@ra>os_1@1	ra>os	faEol	ru'uws	fuEuwl
n@ra>os_1@1	ra>os	faEol	ru&uws	fuEuwl
n@ra$owap_1@1	ra$owap	faEolap	ru$aY	fuEal
n@ra$owap_1@1	ra$owap	faEolap	ru$aY	fuEaY
n@ra>oy_1@1	ra>oy	faEol	|rA'	|fA'
n@raq~_1@1	raq~	faE~	ruquwq	fuEuwl
n@raq~_1@1	raq~	fal~	ruquwq	fuEuwl
n@raqiyb_1@1	raqiyb	faEiyl	ruqabA'	fuEalA'
n@raqiym_1@1	raqiym	faEiyl	raqA}im	faEA}il
